18442122752
0, 20, 10, 4, 2, 0, 0, 2, 514
1, 21, 9, 6, 0, 1, 0, 1, 513
2, 25, 5, 6, 0, 0, 0, 1, 511
3, 24, 6, 2, 3, 1, 0, 1, 514
4, 20, 10, 6, 0, 0, 1, 3, 513
5, 14, 16, 2, 3, 2, 0, 2, 513
6, 10, 20, 3, 2, 3, 1, 5, 513
7, 21, 9, 5, 0, 2, 1, 4, 513
8, 21, 9, 4, 2, 1, 1, 3, 511
9, 13, 17, 1, 3, 2, 1, 3, 512
10, 25, 5, 3, 1, 1, 8, 1, 511
11, 21, 9, 1, 3, 1, 1, 4, 514
12, 11, 19, 3, 1, 3, 0, 3, 514
13, 18, 12, 2, 3, 3, 0, 2, 514
14, 18, 12, 1, 3, 1, 0, 2, 513
15, 15, 15, 1, 3, 1, 0, 3, 513
16, 23, 7, 2, 3, 3, 0, 0, 0
17, 17, 13, 5, 0, 1, 0, 2, 514
18, 13, 17, 3, 1, 2, 0, 3, 514
19, 21, 9, 6, 0, 2, 0, 2, 514
20, 17, 13, 5, 0, 1, 0, 2, 514
21, 19, 11, 5, 0, 2, 0, 2, 514
22, 14, 16, 4, 1, 2, 8, 2, 514
23, 21, 9, 1, 3, 3, 0, 2, 514
24, 26, 4, 1, 3, 3, 0, 1, 513
25, 23, 7, 3, 2, 0, 0, 1, 514
26, 14, 16, 3, 1, 0, 0, 3, 514
27, 14, 16, 4, 1, 2, 0, 3, 511
28, 25, 5, 3, 2, 0, 0, 2, 514
29, 21, 9, 3, 2, 0, 0, 2, 514
30, 21, 9, 3, 1, 0, 8, 2, 510
31, 22, 8, 6, 0, 1, 0, 2, 513
