19051017681
0, 13, 17, 2, 2, 3, 1, 4, 514
1, 12, 18, 4, 1, 1, 1, 4, 514
2, 23, 7, 3, 2, 2, 1, 2, 511
3, 19, 11, 1, 3, 0, 1, 3, 514
4, 19, 11, 1, 2, 3, 1, 2, 514
5, 18, 12, 1, 3, 0, 1, 4, 510
6, 19, 11, 3, 2, 2, 1, 3, 514
7, 20, 10, 4, 2, 1, 1, 3, 511
8, 12, 18, 3, 1, 1, 1, 4, 514
9, 15, 15, 2, 3, 0, 1, 3, 514
10, 15, 15, 1, 3, 0, 1, 4, 514
11, 21, 9, 6, 0, 0, 1, 3, 514
12, 21, 9, 3, 1, 1, 1, 3, 510
13, 20, 10, 4, 1, 2, 8, 2, 514
14, 18, 12, 6, 0, 0, 1, 4, 513
15, 12, 18, 6, 0, 0, 1, 4, 514
16, 18, 12, 1, 3, 0, 1, 3, 514
17, 19, 11, 6, 0, 0, 8, 3, 514
18, 19, 11, 4, 2, 1, 8, 3, 513
19, 6, 24, 5, 0, 0, 1, 4, 514
20, 25, 5, 2, 3, 0, 1, 3, 512
21, 21, 9, 6, 0, 0, 0, 3, 514
22, 17, 13, 4, 2, 1, 1, 5, 514
23, 21, 9, 3, 2, 1, 1, 3, 511
24, 21, 9, 4, 1, 2, 0, 2, 514
25, 10, 20, 5, 0, 0, 1, 3, 512
26, 19, 11, 5, 0, 0, 8, 3, 514
27, 17, 13, 1, 3, 2, 8, 3, 514
28, 19, 11, 4, 1, 2, 0, 2, 514
29, 15, 15, 3, 1, 2, 1, 2, 512
30, 13, 17, 5, 0, 0, 8, 3, 512
31, 18, 12, 1, 3, 2, 0, 3, 513
