19051017512
0, 25, 5, 4, 0, 2, 1, 3, 509
1, 14, 16, 4, 1, 1, 1, 3, 514
2, 18, 12, 1, 1, 2, 1, 5, 514
3, 21, 9, 2, 1, 3, 0, 2, 514
4, 14, 16, 4, 0, 2, 1, 4, 513
5, 13, 17, 2, 3, 0, 0, 3, 514
6, 20, 10, 1, 1, 2, 1, 3, 513
7, 13, 17, 2, 1, 3, 1, 4, 514
8, 22, 8, 1, 2, 0, 1, 3, 511
9, 14, 16, 2, 3, 0, 1, 3, 514
10, 22, 8, 4, 0, 3, 1, 3, 514
11, 24, 6, 2, 3, 0, 1, 3, 511
12, 25, 5, 2, 2, 0, 1, 3, 514
13, 21, 9, 2, 3, 0, 8, 3, 513
14, 26, 4, 1, 1, 1, 1, 3, 514
15, 22, 8, 4, 2, 1, 1, 3, 514
16, 20, 10, 4, 0, 3, 1, 3, 514
17, 12, 18, 3, 1, 1, 1, 4, 514
18, 19, 11, 2, 1, 2, 1, 4, 512
19, 14, 16, 4, 2, 1, 0, 3, 514
20, 27, 3, 1, 2, 1, 0, 2, 514
21, 21, 9, 3, 1, 1, 0, 3, 513
22, 18, 12, 2, 1, 1, 0, 3, 514
23, 18, 12, 4, 2, 2, 0, 3, 513
24, 17, 13, 1, 3, 0, 1, 3, 514
25, 20, 10, 6, 0, 0, 0, 3, 514
26, 13, 17, 3, 0, 3, 1, 4, 512
27, 22, 8, 6, 0, 0, 0, 2, 514
28, 22, 8, 3, 0, 3, 1, 2, 514
29, 23, 7, 2, 3, 1, 0, 2, 512
30, 14, 16, 2, 3, 0, 1, 4, 514
31, 20, 10, 4, 2, 3, 1, 3, 513
