18442114231
0, 20, 10, 3, 1, 1, 8, 3, 511
1, 21, 9, 4, 1, 2, 1, 4, 512
2, 20, 10, 3, 2, 1, 8, 2, 512
3, 18, 12, 5, 0, 0, 8, 2, 513
4, 14, 16, 4, 1, 2, 1, 4, 514
5, 13, 17, 3, 1, 2, 8, 3, 514
6, 19, 11, 1, 3, 1, 1, 4, 514
7, 14, 16, 5, 0, 0, 8, 3, 513
8, 18, 12, 2, 3, 2, 8, 3, 514
9, 13, 17, 2, 3, 2, 1, 4, 509
10, 21, 9, 4, 1, 0, 8, 1, 514
11, 14, 16, 3, 2, 3, 1, 4, 512
12, 11, 19, 1, 3, 2, 1, 4, 514
13, 21, 9, 5, 0, 1, 0, 1, 513
14, 20, 10, 4, 1, 0, 8, 2, 512
15, 10, 20, 5, 0, 2, 0, 3, 514
16, 14, 16, 6, 0, 1, 0, 3, 514
17, 15, 15, 4, 1, 3, 8, 2, 514
18, 21, 9, 3, 2, 3, 8, 2, 512
19, 20, 10, 3, 1, 0, 8, 2, 514
20, 20, 10, 4, 1, 3, 8, 2, 514
21, 22, 8, 4, 2, 0, 8, 2, 512
22, 9, 21, 5, 0, 1, 1, 4, 513
23, 11, 19, 6, 0, 1, 1, 4, 512
24, 22, 8, 3, 2, 0, 8, 2, 514
25, 18, 12, 3, 1, 3, 1, 3, 514
26, 14, 16, 5, 0, 1, 0, 3, 511
27, 24, 6, 1, 3, 3, 8, 2, 514
28, 14, 16, 4, 2, 0, 8, 3, 514
29, 23, 7, 3, 1, 3, 8, 2, 512
30, 20, 10, 6, 0, 1, 8, 2, 514
31, 20, 10, 1, 3, 3, 8, 2, 512
