18442114302
0, 22, 8, 1, 3, 1, 1, 3, 514
1, 21, 9, 5, 0, 0, 0, 2, 510
2, 14, 16, 3, 2, 1, 1, 5, 514
3, 13, 17, 2, 3, 2, 0, 3, 514
4, 18, 12, 1, 3, 1, 1, 3, 514
5, 19, 11, 2, 3, 1, 1, 4, 512
6, 26, 4, 6, 0, 0, 0, 1, 513
7, 19, 11, 2, 3, 2, 1, 4, 512
8, 23, 7, 2, 3, 0, 1, 3, 513
9, 14, 16, 3, 1, 3, 0, 3, 513
10, 25, 5, 1, 3, 1, 1, 3, 514
11, 19, 11, 6, 0, 2, 0, 2, 514
12, 22, 8, 5, 0, 0, 0, 2, 512
13, 21, 9, 3, 1, 3, 8, 1, 514
14, 20, 10, 4, 1, 0, 0, 2, 514
15, 19, 11, 1, 3, 1, 0, 3, 513
16, 23, 7, 2, 3, 1, 1, 3, 514
17, 20, 10, 1, 3, 2, 0, 2, 513
18, 13, 17, 4, 1, 0, 1, 4, 514
19, 20, 10, 4, 2, 3, 8, 2, 514
20, 19, 11, 4, 1, 2, 1, 2, 512
21, 21, 9, 4, 1, 3, 0, 2, 513
22, 17, 13, 2, 3, 1, 8, 3, 514
23, 23, 7, 5, 0, 2, 0, 2, 511
24, 18, 12, 3, 1, 3, 8, 3, 514
25, 17, 13, 2, 3, 2, 0, 2, 514
26, 19, 11, 4, 2, 3, 8, 3, 514
27, 29, 1, 3, 1, 0, 1, 3, 511
28, 21, 9, 4, 1, 3, 8, 2, 514
29, 20, 10, 2, 3, 2, 1, 3, 514
30, 23, 7, 2, 3, 1, 8, 2, 514
31, 22, 8, 3, 1, 0, 1, 3, 512
