19454414572
0, 21, 9, 2, 2, 2, 1, 3, 513
1, 12, 18, 2, 3, 0, 0, 3, 514
2, 23, 7, 3, 0, 3, 1, 3, 511
3, 22, 8, 3, 0, 3, 0, 2, 513
4, 21, 9, 2, 2, 3, 1, 2, 514
5, 11, 19, 3, 1, 1, 0, 3, 514
6, 12, 18, 2, 1, 3, 1, 4, 514
7, 18, 12, 1, 1, 3, 8, 2, 513
8, 29, 1, 1, 2, 2, 1, 3, 514
9, 18, 12, 4, 1, 2, 0, 1, 514
10, 19, 11, 2, 3, 2, 1, 3, 514
11, 14, 16, 4, 2, 2, 0, 3, 512
12, 26, 4, 3, 0, 3, 0, 1, 514
13, 13, 17, 3, 1, 2, 0, 2, 514
14, 21, 9, 4, 2, 2, 0, 2, 514
15, 18, 12, 2, 3, 2, 0, 2, 513
16, 21, 9, 2, 3, 0, 0, 2, 514
17, 20, 10, 1, 3, 1, 0, 1, 511
18, 14, 16, 4, 2, 2, 8, 3, 513
19, 13, 17, 3, 2, 2, 0, 3, 513
20, 20, 10, 1, 2, 3, 1, 3, 514
21, 20, 10, 6, 0, 0, 8, 1, 513
22, 24, 6, 4, 2, 1, 0, 2, 514
23, 14, 16, 1, 3, 2, 0, 3, 514
24, 25, 5, 1, 2, 3, 1, 2, 512
25, 18, 12, 1, 3, 2, 8, 2, 513
26, 24, 6, 4, 2, 3, 1, 3, 513
27, 19, 11, 1, 3, 2, 8, 2, 514
28, 22, 8, 4, 1, 1, 0, 2, 514
29, 14, 16, 4, 1, 3, 0, 2, 514
30, 21, 9, 3, 2, 1, 0, 2, 512
31, 22, 8, 4, 2, 3, 8, 2, 513
