23176505494
0,0.970865
1,0.970865
2,0.970865
3,0.970865
4,0.970865
5,0.970865
6,0.970865
7,0.970865
8,0.970865
9,0.970865
10,0.970865
11,0.970865
12,0.970865
13,0.970865
14,0.970865
15,0.970865
16,0.970865
17,0.970865
18,0.970865
19,0.970865
20,0.970865
21,0.970865
22,0.970865
23,0.970865
24,0.970865
25,0.970865
26,0.970865
27,0.970865
28,0.970865
29,0.970865
30,0.970865
31,0.970865
32,0.970865
33,0.970865
34,0.970865
35,0.970865
36,0.970865
37,0.970865
38,0.970865
39,0.970865
40,0.970865
41,0.970865
42,0.970865
43,0.970865
44,0.970865
45,0.970865
46,0.970865
47,0.970865
48,0.970865
49,0.970865
50,0.970865
51,0.970865
52,0.970865
53,0.970865
54,0.970865
55,0.970865
56,0.970865
57,0.970865
58,0.970865
59,0.970865
60,0.970865
61,0.970865
62,0.970865
63,0.970865
64,0.970865
65,0.970865
66,0.970865
67,0.970865
68,0.970865
69,0.970865
70,0.970865
71,0.970865
72,0.970865
73,0.970865
74,0.970865
75,0.970865
76,0.970865
77,0.970865
78,0.970865
79,0.970865
80,0.970865
81,0.970865
82,0.970865
83,0.970865
84,0.970865
85,0.970865
86,0.970865
87,0.970865
88,0.970865
89,0.970865
90,0.970865
91,0.970865
92,0.970865
93,0.970865
94,0.970865
95,0.970865
96,0.970865
97,0.970865
98,0.970865
99,0.970865
100,0.970865
101,0.970865
102,0.970865
103,0.970865
104,0.970865
105,0.970865
106,0.970865
107,0.970865
108,0.970865
109,0.970865
110,0.970865
111,0.970865
112,0.970865
113,0.970865
114,0.970865
115,0.970865
116,0.970865
117,0.970865
118,0.970865
119,0.970865
120,0.970865
121,0.970865
122,0.970865
123,0.970865
124,0.970865
125,0.970865
126,0.970865
127,0.970865
128,0.970865
129,0.970865
130,0.970865
131,0.970865
132,0.970865
133,0.970865
134,0.970865
135,0.970865
136,0.970865
137,0.970865
138,0.970865
139,0.970865
140,0.970865
141,0.970865
142,0.970865
143,0.970865
144,0.970865
145,0.970865
146,0.970865
147,0.970865
148,0.970865
149,0.970865
150,0.970865
151,0.970865
152,0.970865
153,0.970865
154,0.970865
155,0.970865
156,0.970865
157,0.970865
158,0.970865
159,0.970865
160,0.970865
161,0.970865
162,0.970865
163,0.970865
164,0.970865
165,0.970865
166,0.970865
167,0.970865
168,0.970865
169,0.970865
170,0.970865
171,0.970865
172,0.970865
173,0.970865
174,0.970865
175,0.970865
176,0.970865
177,0.970865
178,0.970865
179,0.970865
180,0.970865
181,0.970865
182,0.970865
183,0.970865
184,0.970865
185,0.970865
186,0.970865
187,0.970865
188,0.970865
189,0.970865
190,0.970865
191,0.970865
192,0.970865
193,0.970865
194,0.970865
195,0.970865
196,0.970865
197,0.970865
198,0.970865
199,0.970865
200,0.970865
201,0.970865
202,0.970865
203,0.970865
204,0.970865
205,0.970865
206,0.970865
207,0.970865
208,0.970865
209,0.970865
210,0.970865
211,0.970865
212,0.970865
213,0.970865
214,0.970865
215,0.970865
216,0.970865
217,0.970865
218,0.970865
219,0.970865
220,0.970865
221,0.970865
222,0.970865
223,0.970865
224,0.970865
225,0.970865
226,0.970865
227,0.970865
228,0.970865
229,0.970865
230,0.970865
231,0.970865
232,0.970865
233,0.970865
234,0.970865
235,0.970865
236,0.970865
237,0.970865
238,0.970865
239,0.970865
240,0.970865
241,0.970865
242,0.970865
243,0.970865
244,0.970865
245,0.970865
246,0.970865
247,0.970865
248,0.970865
249,0.970865
250,0.970865
251,0.970865
252,0.970865
253,0.970865
254,0.970865
255,0.970865
256,0.970865
257,0.970865
258,0.970865
259,0.970865
260,0.970865
261,0.970865
262,0.970865
263,0.970865
264,0.970865
265,0.970865
266,0.970865
267,0.970865
268,0.970865
269,0.970865
270,0.970865
271,0.970865
272,0.970865
273,0.970865
274,0.970865
275,0.970865
276,0.970865
277,0.970865
278,0.970865
279,0.970865
280,0.970865
281,0.970865
282,0.970865
283,0.970865
284,0.970865
285,0.970865
286,0.970865
287,0.970865
288,0.970865
289,0.970865
290,0.970865
291,0.970865
292,0.970865
293,0.970865
294,0.970865
295,0.970865
296,0.970865
297,0.970865
298,0.970865
299,0.970865
300,0.970865
301,0.970865
302,0.970865
303,0.970865
304,0.970865
305,0.970865
306,0.970865
307,0.970865
308,0.970865
309,0.970865
310,0.970865
311,0.970865
312,0.970865
313,0.970865
314,0.970865
315,0.970865
316,0.970865
317,0.970865
318,0.970865
319,0.970865
320,0.970865
321,0.970865
322,0.970865
323,0.970865
324,0.970865
325,0.970865
326,0.970865
327,0.970865
328,0.970865
329,0.970865
330,0.970865
331,0.970865
332,0.970865
333,0.970865
334,0.970865
335,0.970865
336,0.970865
337,0.970865
338,0.970865
339,0.970865
340,0.970865
341,0.970865
342,0.970865
343,0.970865
344,0.970865
345,0.970865
346,0.970865
347,0.970865
348,0.970865
349,0.970865
350,0.970865
351,0.970865
352,0.970865
353,0.970865
354,0.970865
355,0.970865
356,0.970865
357,0.970865
358,0.970865
359,0.970865
360,0.970865
361,0.970865
362,0.970865
363,0.970865
364,0.970865
365,0.970865
366,0.970865
367,0.970865
368,0.970865
369,0.970865
370,0.970865
371,0.970865
372,0.970865
373,0.970865
374,0.970865
375,0.970865
376,0.970865
377,0.970865
378,0.970865
379,0.970865
380,0.970865
381,0.970865
382,0.970865
383,0.970865
