19051017142
0, 26, 4, 1, 2, 3, 1, 3, 513
1, 24, 6, 2, 3, 0, 1, 3, 512
2, 21, 9, 6, 0, 0, 1, 5, 514
3, 14, 16, 2, 3, 0, 1, 4, 514
4, 23, 7, 1, 3, 0, 1, 3, 514
5, 13, 17, 3, 1, 1, 1, 4, 514
6, 26, 4, 2, 3, 0, 1, 3, 511
7, 18, 12, 5, 0, 0, 8, 2, 514
8, 20, 10, 1, 3, 0, 1, 4, 514
9, 9, 21, 3, 1, 2, 1, 4, 514
10, 13, 17, 2, 3, 0, 1, 5, 513
11, 10, 20, 2, 3, 2, 8, 3, 514
12, 21, 9, 4, 1, 2, 1, 4, 511
13, 19, 11, 3, 1, 2, 8, 2, 514
14, 14, 16, 2, 3, 2, 8, 3, 514
15, 23, 7, 2, 3, 2, 8, 2, 513
16, 21, 9, 5, 0, 0, 8, 2, 514
17, 13, 17, 3, 1, 2, 8, 2, 514
18, 25, 5, 6, 0, 2, 8, 2, 513
19, 14, 16, 6, 0, 2, 8, 3, 514
20, 25, 5, 6, 0, 0, 8, 2, 510
21, 25, 5, 3, 1, 2, 8, 1, 511
22, 20, 10, 6, 0, 2, 8, 3, 509
23, 20, 10, 6, 0, 2, 8, 3, 514
24, 24, 6, 3, 1, 1, 1, 3, 511
25, 22, 8, 2, 3, 1, 1, 3, 514
26, 24, 6, 6, 0, 2, 0, 3, 514
27, 18, 12, 3, 2, 1, 8, 3, 514
28, 26, 4, 3, 1, 1, 1, 3, 513
29, 23, 7, 2, 3, 1, 1, 3, 514
30, 22, 8, 6, 0, 2, 8, 3, 514
31, 12, 18, 4, 2, 3, 1, 3, 513
