19454411352
0, 21, 9, 2, 3, 0, 1, 3, 512
1, 15, 15, 1, 3, 2, 8, 2, 514
2, 21, 9, 3, 2, 1, 1, 3, 513
3, 22, 8, 5, 0, 2, 8, 1, 513
4, 19, 11, 3, 1, 1, 1, 2, 514
5, 7, 23, 1, 3, 2, 8, 3, 514
6, 14, 16, 5, 0, 2, 1, 4, 512
7, 18, 12, 6, 0, 0, 0, 2, 514
8, 21, 9, 4, 1, 2, 0, 1, 512
9, 10, 20, 3, 2, 0, 8, 3, 514
10, 12, 18, 6, 0, 0, 1, 4, 514
11, 10, 20, 5, 0, 2, 0, 4, 513
12, 22, 8, 1, 3, 1, 1, 2, 512
13, 14, 16, 2, 3, 2, 8, 2, 514
14, 22, 8, 3, 1, 0, 0, 2, 513
15, 14, 16, 4, 2, 3, 8, 3, 514
16, 19, 11, 3, 1, 2, 1, 2, 514
17, 20, 10, 4, 2, 0, 1, 3, 514
18, 26, 4, 3, 1, 0, 8, 2, 514
19, 20, 10, 3, 1, 0, 1, 3, 514
20, 13, 17, 3, 1, 2, 8, 2, 514
21, 21, 9, 4, 2, 0, 8, 1, 511
22, 27, 3, 4, 2, 3, 0, 1, 514
23, 21, 9, 6, 0, 2, 8, 2, 514
24, 20, 10, 2, 3, 1, 1, 3, 513
25, 21, 9, 3, 1, 3, 0, 2, 514
26, 21, 9, 4, 2, 3, 8, 3, 514
27, 14, 16, 2, 3, 1, 8, 3, 512
28, 19, 11, 2, 3, 1, 8, 2, 514
29, 17, 13, 5, 0, 2, 0, 1, 514
30, 21, 9, 4, 2, 3, 8, 2, 511
31, 13, 17, 6, 0, 2, 0, 2, 514
