19454414642
0, 21, 9, 2, 2, 3, 8, 1, 513
1, 12, 18, 3, 1, 1, 0, 3, 514
2, 10, 20, 2, 1, 3, 8, 4, 513
3, 18, 12, 4, 2, 2, 0, 2, 513
4, 21, 9, 2, 2, 3, 8, 1, 513
5, 19, 11, 4, 1, 2, 8, 1, 514
6, 20, 10, 2, 3, 0, 8, 2, 513
7, 5, 25, 1, 1, 3, 0, 4, 514
8, 13, 17, 2, 2, 3, 1, 4, 514
9, 22, 8, 3, 1, 2, 8, 0, 0
10, 19, 11, 4, 2, 2, 8, 3, 514
11, 15, 15, 4, 2, 1, 0, 3, 512
12, 18, 12, 2, 3, 0, 0, 2, 512
13, 14, 16, 3, 1, 2, 0, 3, 514
14, 18, 12, 1, 3, 0, 8, 3, 514
15, 18, 12, 3, 2, 2, 0, 3, 514
16, 21, 9, 4, 1, 1, 8, 1, 513
17, 19, 11, 1, 3, 1, 8, 2, 514
18, 21, 9, 4, 2, 1, 8, 2, 511
19, 21, 9, 3, 2, 2, 8, 2, 513
20, 21, 9, 1, 3, 0, 1, 3, 514
21, 19, 11, 1, 3, 3, 8, 2, 514
22, 19, 11, 2, 3, 2, 8, 3, 514
23, 14, 16, 2, 3, 2, 0, 3, 514
24, 24, 6, 3, 1, 2, 0, 2, 512
25, 12, 18, 2, 3, 2, 8, 2, 514
26, 18, 12, 3, 2, 1, 8, 3, 514
27, 20, 10, 6, 0, 0, 8, 2, 514
28, 23, 7, 3, 1, 2, 0, 1, 514
29, 22, 8, 5, 0, 0, 8, 1, 513
30, 24, 6, 3, 2, 1, 0, 1, 513
31, 20, 10, 1, 3, 3, 8, 2, 512
