19051017692
0, 9, 21, 4, 1, 0, 1, 5, 513
1, 14, 16, 3, 1, 0, 1, 4, 514
2, 13, 17, 1, 1, 3, 1, 4, 514
3, 14, 16, 1, 3, 0, 0, 2, 514
4, 18, 12, 3, 1, 0, 1, 3, 512
5, 18, 12, 1, 2, 3, 1, 3, 514
6, 15, 15, 2, 1, 3, 0, 2, 510
7, 10, 20, 2, 1, 3, 1, 5, 514
8, 18, 12, 3, 1, 0, 0, 1, 514
9, 12, 18, 2, 2, 3, 1, 4, 514
10, 14, 16, 2, 1, 3, 1, 4, 514
11, 21, 9, 4, 2, 2, 1, 3, 513
12, 13, 17, 3, 1, 0, 1, 4, 514
13, 28, 2, 2, 3, 1, 8, 1, 513
14, 14, 16, 4, 2, 2, 0, 2, 511
15, 11, 19, 3, 2, 2, 8, 3, 514
16, 18, 12, 1, 2, 3, 1, 4, 514
17, 23, 7, 4, 1, 1, 0, 2, 513
18, 25, 5, 3, 2, 2, 0, 2, 512
19, 16, 14, 2, 3, 0, 0, 3, 509
20, 23, 7, 1, 2, 3, 1, 3, 514
21, 20, 10, 2, 3, 0, 1, 3, 514
22, 21, 9, 2, 3, 2, 1, 3, 513
23, 20, 10, 2, 3, 2, 1, 3, 514
24, 26, 4, 2, 2, 3, 1, 3, 514
25, 20, 10, 1, 3, 1, 0, 3, 514
26, 21, 9, 3, 2, 1, 1, 4, 514
27, 13, 17, 5, 0, 0, 8, 3, 514
28, 26, 4, 4, 1, 1, 8, 2, 514
29, 24, 6, 3, 1, 1, 0, 2, 512
30, 19, 11, 2, 3, 0, 0, 2, 512
31, 17, 13, 5, 0, 0, 0, 3, 514
