19051008271
0, 15, 15, 4, 1, 3, 0, 3, 512
1, 18, 12, 4, 1, 3, 8, 2, 514
2, 12, 18, 4, 2, 3, 0, 4, 514
3, 20, 10, 5, 0, 2, 8, 2, 512
4, 13, 17, 1, 3, 2, 8, 3, 514
5, 19, 11, 3, 1, 3, 8, 2, 513
6, 22, 8, 6, 0, 1, 1, 4, 511
7, 20, 10, 2, 3, 3, 8, 3, 511
8, 14, 16, 3, 1, 3, 8, 2, 514
9, 21, 9, 3, 2, 0, 8, 1, 514
10, 21, 9, 5, 0, 2, 8, 1, 511
11, 21, 9, 4, 1, 2, 8, 2, 512
12, 14, 16, 1, 3, 3, 8, 3, 513
13, 12, 18, 2, 3, 3, 8, 3, 512
14, 18, 12, 2, 3, 3, 8, 1, 514
15, 14, 16, 4, 1, 2, 8, 3, 513
16, 14, 16, 6, 0, 2, 8, 2, 514
17, 25, 5, 2, 3, 3, 8, 2, 510
18, 11, 19, 4, 1, 2, 8, 4, 514
19, 20, 10, 4, 1, 1, 1, 4, 514
20, 20, 10, 3, 2, 0, 0, 3, 514
21, 19, 11, 6, 0, 2, 8, 2, 514
22, 21, 9, 4, 1, 2, 8, 2, 513
23, 19, 11, 4, 1, 1, 8, 3, 514
24, 21, 9, 4, 2, 1, 8, 2, 514
25, 18, 12, 4, 2, 1, 0, 2, 514
26, 20, 10, 4, 1, 1, 8, 2, 512
27, 18, 12, 3, 1, 2, 8, 2, 514
28, 20, 10, 5, 0, 2, 8, 2, 513
29, 26, 4, 4, 2, 1, 8, 1, 513
30, 18, 12, 6, 0, 3, 0, 1, 514
31, 24, 6, 6, 0, 3, 8, 2, 514
