19454411222
0, 14, 16, 2, 3, 1, 0, 1, 514
1, 12, 18, 1, 3, 1, 0, 3, 514
2, 14, 16, 3, 2, 1, 1, 4, 514
3, 13, 17, 6, 0, 0, 0, 2, 514
4, 11, 19, 4, 1, 2, 1, 4, 512
5, 19, 11, 1, 3, 1, 1, 4, 514
6, 22, 8, 4, 2, 3, 1, 3, 511
7, 10, 20, 6, 0, 0, 1, 5, 514
8, 18, 12, 6, 0, 0, 1, 3, 513
9, 13, 17, 4, 1, 3, 1, 4, 514
10, 14, 16, 2, 3, 1, 0, 3, 514
11, 12, 18, 4, 2, 3, 8, 3, 514
12, 26, 4, 6, 0, 0, 0, 1, 511
13, 13, 17, 4, 1, 3, 0, 3, 514
14, 14, 16, 2, 3, 1, 1, 4, 514
15, 21, 9, 6, 0, 2, 0, 2, 513
16, 25, 5, 1, 3, 1, 1, 3, 514
17, 19, 11, 4, 2, 0, 0, 2, 514
18, 22, 8, 6, 0, 2, 1, 3, 513
19, 18, 12, 1, 3, 2, 0, 2, 513
20, 21, 9, 1, 3, 1, 0, 2, 514
21, 19, 11, 3, 1, 3, 0, 2, 514
22, 23, 7, 4, 1, 0, 8, 2, 512
23, 11, 19, 4, 1, 0, 0, 2, 514
24, 23, 7, 3, 1, 3, 8, 1, 514
25, 13, 17, 6, 0, 1, 0, 2, 513
26, 27, 3, 4, 1, 0, 0, 2, 512
27, 14, 16, 5, 0, 2, 0, 2, 514
28, 18, 12, 3, 1, 3, 0, 2, 514
29, 23, 7, 6, 0, 1, 8, 1, 512
30, 19, 11, 4, 1, 0, 8, 3, 513
31, 19, 11, 4, 1, 0, 0, 2, 514
